objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651191890444305,121.10113054829,44.2896619084775,17.63786,17.26803,17.08135,17.09811,16.71396,1331,301,5,120,9319316089916596224,QSO,0.3597194,8277,57073,882
1237651191890313546,120.971394109743,44.0093860130805,18.65756,17.31524,16.71641,16.37095,16.13905,1331,301,5,118,494348430798252032,GALAXY,0.06342275,439,51877,285
1237651191890182364,120.590026668361,43.8088044205115,19.51117,18.16587,17.48126,17.07919,16.82911,1331,301,5,116,7179926207961473024,GALAXY,0.1414249,6377,56243,227
1237651191890182359,120.540581615449,43.8257773144617,19.44046,19.36128,19.06857,19.09577,19.05156,1331,301,5,116,492143085334063104,QSO,1.070449,437,51876,454
1237651191892017161,124.217478404055,47.1257418368334,19.27283,18.21602,17.91467,17.80893,17.78663,1331,301,5,144,3573690222963171328,STAR,4.78699E-05,3174,54821,305
1237651191892017214,124.19029590655,47.1800126606158,17.8588,16.67138,16.16665,15.96089,15.86081,1331,301,5,144,3573691597352706048,STAR,-9.121913E-05,3174,54821,310
1237651191892017238,124.231791684398,47.2274440229435,18.45044,17.51131,17.19659,17.05456,16.99877,1331,301,5,144,4157010559558983680,STAR,-0.0002663363,3692,55186,684
1237651191892017241,124.258917165498,47.2165395021048,18.91516,17.41147,16.77108,16.48522,16.33877,1331,301,5,144,3573690772718985216,STAR,9.73786E-06,3174,54821,307
1237651735238082591,221.073647727638,1.15236083876427,16.71557,15.76917,15.48215,15.35415,15.32328,1458,301,1,643,4527270007982235648,STAR,-0.0006312364,4021,55620,96
1237651735238148228,221.301799991456,1.09902771741306,18.17364,16.65263,16.10982,15.90863,15.81644,1458,301,1,644,3275342137994012672,STAR,-8.552376E-05,2909,54653,361
1237651735238082802,221.040416246658,1.05817799796804,19.3518,18.37849,18.00094,17.6554,17.58558,1458,301,1,643,346876979871508480,GALAXY,0.1025321,308,51662,363
1237651735238082663,221.076946401113,1.10531613235473,17.21618,16.01767,15.61526,15.4545,15.40647,1458,301,1,643,3303479464729536512,STAR,-7.560074E-05,2934,54626,324
1237651735745528038,153.912825913097,1.69131090886597,19.52404,18.41185,18.35234,17.88178,17.63107,1458,301,2,194,565211406794778624,GALAXY,0.04895276,502,51957,35
1237651735245422617,237.796818414989,0.642312544969503,18.64748,16.64394,15.71544,15.27061,14.93721,1458,301,1,755,385221623743014912,GALAXY,0.04046928,342,51691,596
1237651735243456784,233.350594167428,0.760419602499026,18.84061,17.23285,16.36941,15.95069,15.70174,1458,301,1,725,354754430945486848,GALAXY,0.09471966,315,51663,349
1237651735243260089,232.858950209651,0.777305891120416,19.39571,18.18503,17.69824,17.42077,17.18026,1458,301,1,722,408826494123534336,GALAXY,0.07419496,363,51989,454
1237651735243129191,232.685589720663,0.821731206320459,18.64844,16.8895,16.01619,15.61516,15.23414,1458,301,1,720,408814949251442688,GALAXY,0.05157606,363,51989,412
1237651735243128924,232.63353152315,0.752503432107116,18.15899,18.10999,18.22968,18.37644,18.57525,1458,301,1,720,408816598518884352,QSO,1.420451,363,51989,418
1237651735243128886,232.596526879963,0.804820613259227,18.4834,17.27384,16.8147,16.65334,16.57892,1458,301,1,720,408814674373535744,STAR,-0.0004142073,363,51989,411
1237651735242932341,232.209281931175,0.77724930107985,17.31842,15.37842,14.48994,14.05932,13.72718,1458,301,1,717,408794058530514944,GALAXY,0.0398193,363,51989,336
1237651735242866820,232.06995088965,0.82670012693572,17.90982,17.62379,17.44485,17.48828,17.40191,1458,301,1,716,352573824677472256,QSO,0.8729075,313,51673,608
1237651735242801406,231.917798707387,0.787653403656759,18.76395,17.3259,16.77446,16.394,16.2026,1458,301,1,715,352576298578634752,GALAXY,0.05097298,313,51673,617
1237651735242736225,231.686651462635,0.788366385348252,19.2732,18.06236,17.48243,17.14156,16.95679,1458,301,1,714,352577123212355584,GALAXY,0.1051971,313,51673,620
1237651735242736043,231.749120310311,0.744766879011062,18.73988,17.61889,17.08677,16.75873,16.52974,1458,301,1,714,352547711276312576,GALAXY,0.05086304,313,51673,513
1237651735242735933,231.687031754032,0.756927118610071,19.27666,18.02808,17.47082,17.13035,16.94739,1458,301,1,714,352549085665847296,GALAXY,0.08575777,313,51673,518
1237651735242735930,231.688703476201,0.823550096014853,19.30419,18.13872,17.39643,16.98882,16.72654,1458,301,1,714,352574374433286144,GALAXY,0.1155941,313,51673,610
1237651735242735645,231.668045970989,0.745669437920048,19.0898,18.08868,17.74908,17.61539,17.57913,1458,301,1,714,4517360654521180160,STAR,-0.0004045976,4012,55327,910
1237651735242670382,231.580475297926,0.818107206249363,19.36866,17.35849,16.31949,15.83272,15.42933,1458,301,1,713,352562554683287552,GALAXY,0.08462257,313,51673,567
1237651735242670306,231.51076906615,0.786263315746419,19.18978,17.48268,16.60305,16.12292,15.75428,1458,301,1,713,352565303462356992,GALAXY,0.05084882,313,51673,577
1237651735238672454,222.48577915075,1.09828907892632,17.90622,16.9917,16.58909,16.42939,16.33706,1458,301,1,652,3275401236744005632,STAR,-0.0004756396,2909,54653,576
1237651735238541480,222.190207562358,1.15131232177144,18.8042,16.42259,15.33623,14.90176,14.67124,1458,301,1,650,3275388592360286208,STAR,-7.162988E-05,2909,54653,530
1237651735238410436,221.848666189243,1.10175288722837,19.34727,18.00592,17.4016,17.19446,17.08228,1458,301,1,648,3275354782377732096,STAR,-5.116006E-05,2909,54653,407
1237651735238410400,221.917393005593,1.09499945151665,18.65059,18.49765,18.3476,18.48057,17.84147,1458,301,1,648,346920685458712576,QSO,0.3425238,308,51662,522
1237651735238410351,221.857261076014,1.08807473928755,17.59734,16.51559,16.14808,16.02154,15.99529,1458,301,1,648,3275353682866104320,STAR,9.787007E-06,2909,54653,403
1237651735238344929,221.681445486795,1.09696074577364,19.36199,18.13311,17.59627,17.38284,17.26745,1458,301,1,647,3275355607011452928,STAR,-6.530673E-05,2909,54653,410
1237651735238344713,221.626406254333,1.10414053305394,19.37516,17.27177,16.2718,15.80348,15.43564,1458,301,1,647,346901993761040384,GALAXY,0.07346936,308,51662,454
1237651735238344712,221.627888158726,1.10259144540788,18.65491,17.24235,16.66155,16.46687,16.36807,1458,301,1,647,3275357531156801536,STAR,-0.0003600631,2909,54653,417
1237651735238213735,221.463188106015,1.08669083256958,18.28539,16.57475,15.81239,15.48165,15.36557,1458,301,1,645,3275345711406802944,STAR,-0.0006755156,2909,54653,374
1237651735238213669,221.39433691946,1.09061590972988,17.25413,16.32687,15.99432,15.87905,15.83375,1458,301,1,645,3275343237505640448,STAR,8.166858E-05,2909,54653,365
1237651735238213665,221.385058724634,1.10901487308883,17.75321,16.32468,15.73888,15.48939,15.44603,1458,301,1,645,3275342687749826560,STAR,-0.0003683403,2909,54653,363
1237651735238148241,221.320209136358,1.07264993288233,18.43366,17.11449,16.56446,16.32554,16.21103,1458,301,1,644,3303491009601628160,STAR,0.0004455096,2934,54626,366
1237651735238148122,221.18494559154,1.14510809956853,18.90534,16.60832,15.66246,15.33461,15.15736,1458,301,1,644,3275344337017268224,STAR,-5.995537E-05,2909,54653,369
1237651735238148108,221.176077192904,1.1174514842731,18.63007,17.53715,17.0602,16.87014,16.74868,1458,301,1,644,3275344062139361280,STAR,-0.0001957287,2909,54653,368
1237651735243456753,233.340774963335,0.778641562289908,17.96083,15.95369,15.01174,14.57578,14.2113,1458,301,1,725,354752781678045184,GALAXY,0.05225586,315,51663,343
1237651735745462569,153.78395698749,1.70337017154799,18.95276,17.70954,17.3936,16.79957,16.3855,1458,301,2,193,565222951666870272,GALAXY,0.09982073,502,51957,77
1237651735745331479,153.383398271128,1.57043196996446,19.48415,18.06328,17.53837,17.09361,16.54236,1458,301,2,191,565232297515706368,GALAXY,0.128368,502,51957,111
1237651735745003622,152.653901740005,1.58498149894687,18.57726,17.8532,17.28492,17.31339,17.30537,1458,301,2,186,565252638480820224,GALAXY,0.06274687,502,51957,185
1237651735745003595,152.606543007139,1.57885098569141,19.20003,18.40985,17.51171,17.32666,17.20635,1458,301,2,186,565252363602913280,GALAXY,0.09414877,502,51957,184
1237651735744938095,152.497960962037,1.48857731455663,17.88323,16.78604,16.67074,16.92392,17.08321,1458,301,2,185,565252913358727168,STAR,0.00076387,502,51957,186
1237651735744020503,150.40844367183,1.60747796653519,18.81122,17.13383,16.54982,16.51117,16.47737,1458,301,2,171,3551118348756557824,STAR,5.505031E-06,3154,54821,109
1237651735743955069,150.263650433565,1.61125560430299,19.48869,18.13703,17.45015,17.37174,17.52695,1458,301,2,170,3551127969483300864,STAR,0.0004729377,3154,54821,144
1237651735743889576,150.082584865899,1.43642448196829,19.27794,18.19214,17.32186,16.95682,17.03233,1458,301,2,169,562980773200685056,GALAXY,0.08264167,500,51994,112
1237651735743889553,150.181982192266,1.47691321857459,18.23538,17.04088,16.34196,16.20797,16.39935,1458,301,2,169,3551128519239114752,STAR,0.001030495,3154,54821,146
1237651735245553762,238.159217798894,0.652882009662623,18.57295,18.43993,18.62777,18.85143,19.13676,1458,301,1,757,385233443493013504,STAR,0.0001368942,342,51691,639
1237651735245291852,237.543554596821,0.637220900871405,18.60555,16.8892,15.99525,15.51715,15.17554,1458,301,1,753,385217500574410752,GALAXY,0.06266843,342,51691,581
1237651735244964348,236.822681198056,0.691654425840617,19.57999,18.11497,17.48811,17.14089,16.9421,1458,301,1,748,385191936929064960,GALAXY,0.08593069,342,51691,488
1237651735244963982,236.834111999098,0.679548072775355,17.67585,17.28803,17.58234,17.79688,17.99426,1458,301,1,748,4565547301901148160,STAR,-4.379676E-05,4055,55359,84
1237651737925910991,229.06086898562,2.91230127674792,19.46561,17.92291,17.04827,16.57087,16.2009,1458,301,6,696,3323770400940255232,GALAXY,0.1121039,2952,54559,414
1237651737930760453,240.132102976945,2.57749133859167,18.81638,17.43301,16.67493,16.20675,15.88684,1458,301,6,770,669939065814018048,GALAXY,0.06465367,595,52023,104
1237651737930432842,239.471360769201,2.57364335063621,19.40899,17.4984,16.53844,16.08424,15.73483,1458,301,6,765,669961056046573568,GALAXY,0.07977348,595,52023,184
1237651752386363588,149.525411428794,0.908007182882362,19.1169,17.81824,17.24333,16.96247,16.84459,1462,301,1,161,3228059286789711872,STAR,-9.609988E-05,2867,54479,379
1237651737930432910,239.48852999473,2.53211599751656,19.59814,19.44806,19.13425,19.11729,19.27387,1458,301,6,765,669946212639598592,QSO,1.26523,595,52023,130
1237651737930433007,239.502761973433,2.69812123764343,19.56577,18.32955,17.63437,17.19892,17.0088,1458,301,6,765,669956932877969408,GALAXY,0.07316006,595,52023,169
1237651752386363613,149.568323750326,0.873452534540636,19.48584,18.12434,17.57072,17.35282,17.23051,1462,301,1,161,3211181508240893952,STAR,-2.691439E-05,2852,54468,418
1237651752385708321,148.074881862093,0.889519990188316,19.09804,17.88806,17.32086,16.99329,16.82216,1462,301,1,151,300761262273357824,GALAXY,0.04655245,267,51608,531
1237651752382103591,139.776317767321,0.677658996274844,18.38772,17.12326,16.57659,16.28556,16.1419,1462,301,1,96,531596312643135488,GALAXY,0.01757203,472,51955,624
1237651752382169244,139.86926505136,0.704688981572037,18.36217,17.47875,17.21181,16.95326,16.86619,1462,301,1,97,532586147549833216,GALAXY,0.05646051,473,51929,129
1237651752382169256,139.877250183371,0.704673828753534,18.53898,17.42094,17.09492,16.82398,16.70226,1462,301,1,97,531596862398949376,GALAXY,0.05667474,472,51955,626
1237651752382234692,140.039766225762,0.712481204707274,17.7316,17.53613,17.36147,17.41951,17.38931,1462,301,1,98,532577626334717952,STAR,0.000403967,473,51929,98
1237651752382235003,140.138687878716,0.721094690553623,18.38532,17.13087,16.51771,16.25664,16.15033,1462,301,1,98,532573778044020736,GALAXY,0.01719962,473,51929,84
1237651752382365787,140.351385022554,0.698420124105345,19.09609,18.19478,17.90567,17.80946,17.77805,1462,301,1,100,4304471567356633088,STAR,0.001569131,3823,55534,568
1237651752382365793,140.361276967784,0.64962856821445,18.57476,18.09726,18.03557,18.02057,17.8241,1462,301,1,100,4304470467845005312,QSO,2.470942,3823,55534,564
1237651752382562321,140.779554445527,0.699829119404779,17.7078,16.27814,15.78882,15.63465,15.56737,1462,301,1,103,8391470382515724288,STAR,-6.808119E-06,7453,56749,503
1237651752382758932,141.229728791239,0.740313106871494,18.68142,17.09995,16.51945,16.34453,16.26095,1462,301,1,106,8391496770794790912,STAR,0.0002550919,7453,56749,599
1237651752382759190,141.329775909001,0.713993441572228,19.09237,17.71103,17.17447,16.99842,16.8674,1462,301,1,106,8391497595428511744,STAR,0.0002296873,7453,56749,602
1237651752386494528,149.859635195853,0.881148295348509,16.45515,15.39175,15.07087,14.97276,14.95357,1462,301,1,163,3211192778235078656,STAR,-0.0001200943,2852,54468,459
1237651752386494570,149.788795401555,0.855587639168153,19.54749,17.75429,16.97356,16.70539,16.54254,1462,301,1,163,3551145011913531392,STAR,0.0001707235,3154,54821,206
1237651752386035760,148.766558174673,0.927687467270381,18.71851,17.75764,17.41603,17.27969,17.27299,1462,301,1,156,300780778604750848,STAR,8.181729E-05,267,51608,602
1237651752385183972,146.84077585413,0.88622937077932,18.54118,16.9458,16.13183,15.66415,15.37131,1462,301,1,143,299658452479797248,GALAXY,0.06234466,266,51630,615
1237651752385839180,148.32862138669,0.944696194232813,19.03719,17.9963,17.05519,16.6587,16.33837,1462,301,1,153,300774731290798080,GALAXY,0.0971866,267,51608,580
1237651737930694982,240.056777994224,2.59143738505537,19.54218,17.70397,16.85533,16.45782,16.16393,1458,301,6,769,669940989959366656,GALAXY,0.03278463,595,52023,111
1237651752385249327,146.986982717176,0.909933164318779,18.82058,17.57324,17.00532,16.7718,16.61172,1462,301,1,144,299659826869331968,STAR,-0.0001887061,266,51630,620
1237651752385315031,147.074439385566,0.885212772864989,19.32862,17.85054,17.00941,16.55954,16.23927,1462,301,1,145,299659277113518080,GALAXY,0.09820835,266,51630,618
1237651737920602410,217.028424067867,3.35877409562643,19.15814,17.38161,16.532,16.12155,15.79995,1458,301,6,615,658717999963858944,GALAXY,0.05481492,585,52027,242
1237651737920602291,216.923201000186,3.3721098162465,19.02443,17.83699,17.36109,17.04485,16.83962,1458,301,6,615,657530252897052672,GALAXY,0.05487298,584,52049,17
1237651737920602268,216.900666533984,3.38232763983357,19.3037,19.1966,18.88606,18.81147,18.81588,1458,301,6,615,658722398010370048,QSO,1.351853,585,52027,258
1237651737920602234,217.015624242919,3.28453685314516,18.69163,17.14159,16.17667,15.72604,15.44681,1458,301,6,615,658718824597579776,GALAXY,0.160564,585,52027,245
1237651752386232322,149.145052212335,0.856312924287131,18.514,17.14543,16.62636,16.42393,16.30804,1462,301,1,159,3551156556785623040,STAR,0.0001479269,3154,54821,248
1237651752386232342,149.189699945975,0.861729069532038,17.7756,15.95052,15.25666,14.971,14.80767,1462,301,1,159,3211169688490895360,STAR,6.726143E-05,2852,54468,375
1237651737914310821,202.628168488432,3.47644655379975,19.10235,19.14197,19.08912,18.8076,18.83511,1458,301,6,519,593503496704124928,QSO,1.873478,527,52342,561
1237651752386363508,149.558327303389,0.947190794041373,18.17363,16.64341,16.07838,15.91189,15.84172,1462,301,1,161,3211181233362987008,STAR,7.622001E-05,2852,54468,417
1237651752385577210,147.788840422971,0.924101523633356,19.54121,18.18994,17.27764,16.79485,16.46133,1462,301,1,149,541627706190620672,GALAXY,0.1417326,481,51908,254
1237651752386232353,149.215382730435,0.878444148444472,16.48763,15.35087,15.51467,15.68657,15.80434,1462,301,1,159,3211170513124616192,STAR,0.0004273028,2852,54468,378
1237651752385577215,147.789925581079,0.916181603419763,19.26065,17.42687,16.55634,16.11841,15.80029,1462,301,1,149,300728826680338432,GALAXY,0.09404112,267,51608,413
1237651752385642628,147.855620051236,0.932113995306349,19.53612,18.27281,17.49453,17.05974,16.76248,1462,301,1,150,300726077901268992,GALAXY,0.1164241,267,51608,403
1237651737931022452,240.811880125107,2.52671811674941,18.09018,17.79009,17.40998,17.31041,17.31536,1458,301,6,774,669911852901230592,QSO,1.310175,595,52023,5
1237651737913393295,200.462057894979,3.50949580715901,18.43552,16.96305,16.23212,15.82781,15.52053,1458,301,6,505,592368800200943616,GALAXY,0.08150323,526,52312,529
1237651752382365895,140.41822717729,0.729979918399704,18.97537,18.38256,18.46017,18.54887,18.58439,1462,301,1,100,533776919833896960,STAR,0.0002165118,474,52000,365
1237651752386429055,149.595816120077,0.952748977604302,19.37306,17.91002,17.23911,16.86558,16.64427,1462,301,1,162,301862698465912832,GALAXY,0.08236951,268,51633,442
1237651752386429097,149.657303528551,0.870738911416265,18.30174,17.05251,16.59025,16.30834,16.08632,1462,301,1,162,301889361622886400,GALAXY,0.03902926,268,51633,539
1237651752382496890,140.723070787629,0.720855137354465,18.66821,16.86969,16.19347,15.96232,15.84266,1462,301,1,102,8391470657393631232,STAR,7.287653E-05,7453,56749,504
1237651752382496902,140.741967059721,0.671186965251367,18.97425,17.0162,16.25872,15.98255,15.82854,1462,301,1,102,8391469832759910400,STAR,-7.444581E-06,7453,56749,501
1237651752386494484,149.758061662938,0.975898905795105,18.11943,16.48314,15.90485,15.71756,15.64353,1462,301,1,163,3211181783118800896,STAR,9.941112E-05,2852,54468,419
1237651752386494493,149.786921941683,0.945827262300748,18.80065,17.78436,17.30956,17.13113,17.04838,1462,301,1,163,3211191678723450880,STAR,0.0008483794,2852,54468,455
1237651752387674261,152.549953463307,0.9286856271856,19.25732,17.47119,16.5254,16.09401,15.78308,1462,301,1,181,304116976811272192,GALAXY,0.09527286,270,51909,451
1237651752386494626,149.867710571572,0.910121036869744,18.34463,16.63417,15.8478,15.46618,15.14373,1462,301,1,163,301900081861257216,GALAXY,0.08712019,268,51633,578
1237648704582844445,196.584528202751,0.168945054661147,19.12094,17.58937,17.02704,16.79213,16.66552,752,301,4,354,8394850555768315904,STAR,0.0001925151,7456,56727,512
